Player;Nation;Pos;Squad;Comp;Age;Born;90s;G/Sh;PasAss;ScaDrib;Tkl+Int
Ko Itakura;JPN;DF;M'Gladbach;Bundesliga;26;1997;8.6;0;0.35;0;2.33
Hiroki Ito;JPN;DF;Stuttgart;Bundesliga;23;1999;17;0;0.94;0;2.71
Junya Ito;JPN;FW;Reims;Ligue 1;29;1993;16.8;0.16;1.96;0.24;1.67
Andreas Ivan;ROU;MF;Schalke 04;Bundesliga;28;1995;0.5;0;0;0;0
Alex Iwobi;NGA;MF;Everton;Premier League;26;1996;20.8;0.05;1.59;0.1;2.6
Armando Izzo;ITA;DF;Monza;Serie A;30;1992;12.3;0;0.65;0;5.28
Nicolas Jackson;SEN;FW;Villarreal;La Liga;21;2001;8.8;0.13;0.91;0.11;1.02
Lee Jae-sung;KOR;MF;Mainz 05;Bundesliga;30;1992;12.4;0.33;1.13;0;2.66
Paul Jaeckel;GER;DF;Union Berlin;Bundesliga;24;1998;9.9;0.5;0;0;3.13
Mato Jajalo;BIH;MF;Udinese;Serie A;34;1988;0.7;0;1.43;0;0
Jan Jakob Olschowsky;GER;GK;M'Gladbach;Bundesliga;21;2001;2;0;0;0;0
Ismail Jakobs;SEN;DFMF;Monaco;Ligue 1;23;1999;6;0;1.17;0.17;1.33
Marin Jakoliš;CRO;FW;Angers;Ligue 1;26;1996;0.3;0;0;0;3.33
Daniel James;WAL;FW;Leeds United;Premier League;25;1997;2.2;0;0.45;0;3.64
Daniel James;WAL;FW;Fulham;Premier League;25;1997;4;0.1;1;0;1.25
Reece James;ENG;DFMF;Chelsea;Premier League;23;1999;8.4;0.1;1.31;0.12;3.21
Vitaly Janelt;GER;MFDF;Brentford;Premier League;24;1998;15.8;0.25;0.57;0.13;3.8
Saidy Janko;GAM;DF;Bochum;Bundesliga;27;1995;7.2;0;0.14;0;2.78
Pontus Jansson;SWE;DF;Brentford;Premier League;31;1991;5.7;0;0;0;1.93
Tony Jantschke;GER;DFMF;M'Gladbach;Bundesliga;32;1990;1;0;0;0;2
Adnan Januzaj;BEL;FW;Sevilla;La Liga;28;1995;0.5;0;0;0;2
Javi;ESP;DF;Girona;La Liga;24;1998;4.1;0;0.73;0.24;1.71
Luis Javier Suárez;COL;FW;Almería;La Liga;25;1997;3.6;0.2;1.11;0.56;1.39
Luis Javier Suárez;COL;FW;Marseille;Ligue 1;25;1997;3.3;0.19;0.91;0.3;2.12
Dany Jean;HAI;DF;Strasbourg;Ligue 1;20;2002;0.1;0;0;0;0
Julian Jeanvier;GUI;DF;Auxerre;Ligue 1;30;1992;13.8;0.13;0;0.07;3.04
Fredrik Jensen;FIN;FWMF;Augsburg;Bundesliga;25;1997;8.5;0.11;1.53;0;1.65
Mathias Jensen;DEN;MF;Brentford;Premier League;27;1996;18.6;0.21;1.34;0;3.6
Moritz Jenz;GER;DF;Schalke 04;Bundesliga;23;1999;3;0;0;0;2.33
Gabriel Jesus;BRA;FW;Arsenal;Premier League;25;1997;13.5;0.1;1.63;0.67;2
Juan Jesus;BRA;DF;Napoli;Serie A;31;1991;6.7;0.25;0.15;0;2.24
Raúl Jiménez;MEX;FW;Wolves;Premier League;31;1991;3.6;0;0.83;0;0.56
Joaquín;ESP;MFFW;Betis;La Liga;41;1981;2.4;0;5;0.42;1.25
Joelinton;BRA;MFFW;Newcastle Utd;Premier League;26;1996;18.8;0.06;1.01;0.21;4.1
Ben Johnson;ENG;DF;West Ham;Premier League;23;2000;6.2;0;0.48;0.16;3.06
Brennan Johnson;WAL;FW;Nott'ham Forest;Premier League;21;2001;20;0.13;0.9;0.1;1
Paul Joly;FRA;DF;Auxerre;Ligue 1;22;2000;9.6;0;0.73;0.21;5.94
Curtis Jones;ENG;MFFW;Liverpool;Premier League;22;2001;2.1;0;0.95;0.48;2.38
Frenkie de Jong;NED;MF;Barcelona;La Liga;25;1997;14.5;0.15;1.45;0.28;3.24
Joan Jordán;ESP;MF;Sevilla;La Liga;28;1994;13;0;0.54;0;2.85
Filip Jörgensen;DEN;GK;Villarreal;La Liga;20;2002;1;0;0;0;0
Jorginho;ITA;MF;Arsenal;Premier League;31;1991;0.4;0;0;0;2.5
Jorginho;ITA;MF;Chelsea;Premier League;31;1991;14.2;0;0.49;0;4.44
Josan;ESP;DFMF;Elche;La Liga;33;1989;4.7;0.33;0.85;0;1.28
Willian José;BRA;FW;Betis;La Liga;31;1991;3.9;0;0.77;0;1.28
Joselu;ESP;FW;Espanyol;La Liga;32;1990;19;0.17;0.63;0.11;0.37
Diogo Jota;POR;FWMF;Liverpool;Premier League;26;1996;2.2;0;3.18;0;5.45
Juanmi;ESP;FW;Betis;La Liga;29;1993;6.1;0.33;0.66;0.33;1.64
Juanpe;ESP;DF;Girona;La Liga;31;1991;7.8;0;0.13;0.13;1.54
Jubal;BRA;DF;Auxerre;Ligue 1;29;1993;19.7;0.13;0.15;0;2.59
Christopher Jullien;FRA;DF;Montpellier;Ligue 1;29;1993;15.9;0;0.38;0;2.89
Anthony Jung;GER;DFFW;Werder Bremen;Bundesliga;31;1991;17.2;0.15;0.76;0.06;2.44
Lago Junior;CIV;FWMF;Mallorca;La Liga;32;1990;0.6;0;0;0;1.67
Hamed Junior Traorè;CIV;FW;Bournemouth;Premier League;22;2000;1.7;0;2.94;0;2.94
Hamed Junior Traorè;CIV;MFFW;Sassuolo;Serie A;22;2000;6.6;0;2.58;0;1.97
Vinicius Júnior;BRA;FW;Real Madrid;La Liga;22;2000;19.5;0.14;1.74;0.46;1.64
James Justin;ENG;DF;Leicester City;Premier League;24;1998;13.9;0;0.5;0.14;2.52
Mathias Jørgensen;DEN;DF;Brentford;Premier League;32;1990;8.3;0;0.12;0;3.37
Ozan Kabak;TUR;DF;Hoffenheim;Bundesliga;22;2000;17.3;0.1;0.23;0.06;3.87
Issa Kaboré;BFA;DF;Marseille;Ligue 1;21;2001;6.3;0.17;1.11;0;3.65
Abdoul Kader Bamba;FRA;FWMF;Nantes;Ligue 1;28;1994;0.9;0;1.11;0;0
Pavel Kade?ábek;CZE;DFFW;Hoffenheim;Bundesliga;30;1992;8.9;0.25;0.9;0;2.02
Tino Kadewere;ZIM;MFFW;Mallorca;La Liga;27;1996;1.5;0;0;0;1.33
Kaiky;BRA;DF;Almería;La Liga;19;2004;5.4;0;0;0;2.96
Florian Kainz;AUT;MFFW;Köln;Bundesliga;30;1992;14.5;0.1;2.21;0.21;2.07
Gaël Kakuta;COD;FW;Lens;Ligue 1;31;1991;0.2;0;0;0;0
Sasa Kalajdzic;AUT;FW;Wolves;Premier League;25;1997;0.5;0;0;0;2
Sasa Kalajdzic;AUT;FW;Stuttgart;Bundesliga;25;1997;2.6;0;2.31;0;1.15
Arnaud Kalimuendo;FRA;FW;Rennes;Ligue 1;21;2002;10.8;0.19;0.56;0;0.74
Yayah Kallon;SLE;MFFW;Hellas Verona;Serie A;21;2001;6.9;0.1;1.74;0.29;2.46
Felix Kalu Nmecha;GER;MF;Wolfsburg;Bundesliga;22;2000;9.6;0.11;0.94;0;2.81
Gedeon Kalulu;COD;DF;Lorient;Ligue 1;25;1997;19;0;0.95;0.11;3.58
Pierre Kalulu;FRA;DF;Milan;Serie A;22;2000;18.6;0.1;0.22;0;3.39
Daichi Kamada;JPN;MFFW;Eint Frankfurt;Bundesliga;26;1996;13.3;0.26;1.28;0.15;2.93
Waren Kamanzi;NOR;DF;Toulouse;Ligue 1;22;2000;1;0;0;0;4
Bingourou Kamara;SEN;GK;Montpellier;Ligue 1;26;1996;4.5;0;0;0;0
Boubacar Kamara;FRA;MF;Aston Villa;Premier League;23;1999;13.3;0;0.38;0.08;4.06
Kevin Kampl;SVN;MF;RB Leipzig;Bundesliga;32;1990;8.1;0;0.49;0;3.21
Nordine Kandil;FRA;MFFW;Strasbourg;Ligue 1;21;2001;0.5;0;2;0;8
Harry Kane;ENG;FW;Tottenham;Premier League;29;1993;22.8;0.19;1.71;0.31;0.35
Wilfried Kanga;CIV;FW;Hertha BSC;Bundesliga;24;1998;13;0.09;1.46;0.08;0.38
Lee Kangin;KOR;MFFW;Mallorca;La Liga;21;2001;16.9;0.08;1.78;0.3;1.42
N'Golo Kanté;FRA;MF;Chelsea;Premier League;31;1991;1.9;0;1.58;0;4.21
Kenan Karaman;TUR;FW;Schalke 04;Bundesliga;28;1994;4.2;0;0.48;0;1.67
Yann Karamoh;FRA;FWMF;Torino;Serie A;24;1998;2.5;0.13;1.6;0;2
Atakan Karazor;GER;MF;Stuttgart;Bundesliga;26;1996;10.3;0;0.78;0;4.85
Jon Karrikaburu;ESP;FW;Real Sociedad;La Liga;20;2002;1;0;1;0;1
Rick Karsdorp;NED;DF;Roma;Serie A;28;1995;6.1;0;0.82;0;3.93
Denso Kasius;NED;DF;Bologna;Serie A;20;2002;3.8;0;1.58;0.53;3.95
Thomas Kastanaras;GRE;FWDF;Stuttgart;Bundesliga;20;2003;0.8;0;1.25;0;0
Grigoris Kastanos;CYP;MFDF;Salernitana;Serie A;25;1998;3.4;0;1.47;0;4.12
Silas Katompa;COD;FWDF;Stuttgart;Bundesliga;24;1998;13.3;0.08;0.98;0.6;1.58
Moise Kean;ITA;FW;Juventus;Serie A;22;2000;8.1;0.13;0.99;0.37;1.48
Michael Keane;ENG;DF;Everton;Premier League;30;1993;0.3;0;0;0;0
Neeskens Kebano;COD;FW;Fulham;Premier League;30;1992;7.9;0;1.39;0;1.65
Kévin Keben Biakolo;CMR;DF;Toulouse;Ligue 1;19;2004;3.4;0;0.59;0.29;2.06
Thilo Kehrer;GER;DF;West Ham;Premier League;26;1996;16.5;0;0.12;0;2.91
Check Keita;FRA;DF;Reims;Ligue 1;19;2003;1.3;0;0;0;1.54
Naby Keïta;GUI;MF;Liverpool;Premier League;28;1995;2.7;0;2.59;0;1.11
Yannik Keitel;GER;MF;Freiburg;Bundesliga;22;2000;4.8;0;0.63;0;3.33
Lloyd Kelly;ENG;DF;Bournemouth;Premier League;24;1998;10;0;0.3;0;2.5
Marc-Oliver Kempf;GER;DF;Hertha BSC;Bundesliga;28;1995;18.4;0;0.16;0.05;3.42
Kenedy;BRA;FWMF;Valladolid;La Liga;27;1996;0.9;0;0;0;0
Jonjoe Kenny;ENG;DF;Hertha BSC;Bundesliga;25;1997;17.5;0;0.63;0;3.94
Franck Kessié;CIV;MF;Barcelona;La Liga;26;1996;4.1;0;1.22;0.24;2.93
Saîf-Eddine Khaoui;TUN;MFFW;Clermont Foot;Ligue 1;27;1995;15.8;0.07;1.71;0.13;3.35
Wahbi Khazri;TUN;FWMF;Montpellier;Ligue 1;32;1991;9.6;0.11;0.63;0.21;1.98
Rani Khedira;GER;MF;Union Berlin;Bundesliga;29;1994;18.5;0;0.22;0;3.41
Anthony Khelifa;FRA;DF;Ajaccio;Ligue 1;17;2005;0.1;0;0;0;0
Kike;ESP;FW;Osasuna;La Liga;33;1989;6.1;0.04;0.98;0;0.49
Luca Kilian;GER;DF;Köln;Bundesliga;23;1999;12.2;0.25;0.16;0;2.62
Max Kilman;ENG;DF;Wolves;Premier League;25;1997;22;0;0.05;0;1.77
Joshua Kimmich;GER;MF;Bayern Munich;Bundesliga;28;1995;17.8;0.14;2.53;0.06;3.99
Presnel Kimpembe;FRA;DF;Paris S-G;Ligue 1;27;1995;6.9;0;0.14;0;3.48
Jakub Kiwior;POL;DF;Spezia;Serie A;22;2000;16;0;0.25;0;2.88
Simon Kjær;DEN;DF;Milan;Serie A;33;1989;7.4;0;0;0;2.03
Mateusz Klich;POL;MFFW;Leeds United;Premier League;32;1990;3.1;0;1.61;0;3.87
Lukas Klostermann;GER;DF;RB Leipzig;Bundesliga;26;1996;3.2;0;0;0;3.13
Justin Kluivert;NED;FWMF;Valencia;La Liga;23;1999;7.8;0.17;1.79;0.13;2.18
Ansgar Knauff;GER;DF;Eint Frankfurt;Bundesliga;21;2002;9.5;0.09;0.32;0;3.16
Robin Knoche;GER;DF;Union Berlin;Bundesliga;30;1992;19;0.2;0.11;0;2.32
Gregor Kobel;SUI;GK;Dortmund;Bundesliga;25;1997;16;0;0;0;0
Robin Koch;GER;DF;Leeds United;Premier League;26;1996;19.5;0;0.05;0;3.08
Dominik Kohr;GER;MF;Mainz 05;Bundesliga;29;1994;15.7;0.09;0.57;0.06;3.69
Koke;ESP;MF;Atlético Madrid;La Liga;31;1992;12.5;0;1.04;0;2.72
Sead Kolašinac;BIH;DF;Marseille;Ligue 1;29;1993;11.9;0.3;0.42;0.08;4.45
Luca Koleosho;CAN;FWDF;Espanyol;La Liga;18;2004;0.3;0;0;0;0
Randal Kolo Muani;FRA;FW;Eint Frankfurt;Bundesliga;24;1998;16;0.22;1.38;0.88;0.69
Timothée Kolodziejczak;FRA;DF;Schalke 04;Bundesliga;31;1991;0.3;0;0;0;3.33
Ibrahima Konaté;FRA;DF;Liverpool;Premier League;23;1999;4.2;0;0;0;5
Geoffrey Kondogbia;CTA;MF;Atlético Madrid;La Liga;29;1993;10.7;0;0.47;0;5.7
Ibrahima Koné;MLI;FW;Lorient;Ligue 1;23;1999;7.2;0.22;0.83;0.28;1.11
Kouadio Koné;FRA;MF;M'Gladbach;Bundesliga;21;2001;17.3;0.06;0.69;0.17;3.29
Youssouf Koné;MLI;DF;Ajaccio;Ligue 1;27;1995;5.8;0;0;0;4.83
Ezri Konsa;ENG;DF;Aston Villa;Premier League;25;1997;19.9;0;0.2;0;2.21
Teun Koopmeiners;NED;MF;Atalanta;Serie A;24;1998;20.4;0.11;1.72;0;2.21
Odilon Kossonou;CIV;DF;Leverkusen;Bundesliga;22;2001;7.4;0;0.41;0;1.89
Christian Kouamé;CIV;FW;Fiorentina;Serie A;25;1997;15;0.06;1.87;0.27;1.87
Rominigue Kouamé;MLI;MF;Troyes;Ligue 1;26;1996;18.9;0;0.74;0.11;3.17
Tomáš Koubek;CZE;GK;Augsburg;Bundesliga;30;1992;4;0;0;0;0
Kalidou Koulibaly;SEN;DF;Chelsea;Premier League;31;1991;12.4;0.22;0.4;0;3.47
Jules Koundé;FRA;DF;Barcelona;La Liga;24;1998;11.5;0;0.52;0;2.09
Boubakar Kouyaté;MLI;DF;Montpellier;Ligue 1;25;1997;2;0;0.5;0;3
Cheikhou Kouyaté;SEN;MFDF;Nott'ham Forest;Premier League;33;1989;7.8;0.2;0.64;0;3.21
Viktor Kovalenko;UKR;MF;Spezia;Serie A;26;1996;4.3;0;1.16;0;1.86
Soichiro Kozuki;JPN;FWMF;Schalke 04;Bundesliga;22;2000;4.2;0.07;0.95;0;2.14
Emil Krafth;SWE;DF;Newcastle Utd;Premier League;28;1994;0;0;0;0;0
Alex Král;CZE;MF;Schalke 04;Bundesliga;24;1998;12.2;0;0.33;0;2.79
Christoph Kramer;GER;MF;M'Gladbach;Bundesliga;31;1991;16.2;0;0.68;0.12;2.04
Tom Krauß;GER;MF;Schalke 04;Bundesliga;21;2001;18.2;0.06;0.27;0.11;5.88
Julian Kristoffersen;NOR;FW;Salernitana;Serie A;25;1997;0.2;0;0;0;0
Raimonds Krollis;LVA;FW;Spezia;Serie A;21;2001;0.2;0;0;0;5
Toni Kroos;GER;MF;Real Madrid;La Liga;33;1990;13.5;0.12;2.15;0;3.11
Max Kruse;GER;MFFW;Wolfsburg;Bundesliga;34;1988;3;0;1;0.33;0.33
Lukas Kübler;GER;DF;Freiburg;Bundesliga;30;1992;8.6;0.4;0.23;0;3.72
Takefusa Kubo;JPN;FWMF;Real Sociedad;La Liga;21;2001;13.9;0.09;1.01;0.22;1.87
Dejan Kulusevski;SWE;MFFW;Tottenham;Premier League;22;2000;12.6;0.1;1.98;0.63;1.9
Sael Kumbedi;FRA;DF;Lyon;Ligue 1;17;2005;4.7;0;0.43;0;3.4
Marash Kumbulla;ALB;DF;Roma;Serie A;23;2000;1.5;0;0.67;0;1.33
Pierre Kunde;CMR;MF;Bochum;Bundesliga;27;1995;2.2;0.33;0.91;0;3.18
Alou Kuol;AUS;FW;Stuttgart;Bundesliga;22;2000;0.1;0;0;0;0
Layvin Kurzawa;FRA;DF;Fulham;Premier League;30;1992;1.5;0;0;0;3.33
Khvicha Kvaratskhelia;GEO;FW;Napoli;Serie A;22;2001;13.7;0.15;2.04;0.88;1.82
Grejohn Kyei;FRA;FW;Clermont Foot;Ligue 1;27;1995;12;0.12;0.33;0.33;0.83
Daniel Kyereh;GHA;MFFW;Freiburg;Bundesliga;26;1996;6.2;0.18;0.48;0;1.29
Giorgos Kyriakopoulos;GRE;FW;Bologna;Serie A;27;1996;0.1;0;0;0;0
Giorgos Kyriakopoulos;GRE;FWDF;Sassuolo;Serie A;27;1996;8.5;0.08;1.65;0.24;3.76
César de la Hoz;ESP;MF;Almería;La Liga;30;1992;9.5;0.25;0.32;0.21;2.63
Luca de la Torre;USA;MF;Celta Vigo;La Liga;24;1998;3.9;0;0.77;0;3.08
Rémy Labeau Lascary;GLP;FWMF;Lens;Ligue 1;19;2003;0.9;0;1.11;0;4.44
Gaëtan Laborde;FRA;FW;Nice;Ligue 1;28;1994;15.5;0.17;1.35;0.19;1.61
Gaëtan Laborde;FRA;FW;Rennes;Ligue 1;28;1994;2.8;0.18;1.07;0.36;0.36
Alexandre Lacazette;FRA;FW;Lyon;Ligue 1;31;1991;21.4;0.15;1.59;0.28;2.1
Qazim Laçi;ALB;MF;Ajaccio;Ligue 1;27;1996;2.4;0;1.25;0;3.33
Maxence Lacroix;FRA;DF;Wolfsburg;Bundesliga;22;2000;11.1;0.33;0.09;0;2.43
Alban Lafont;FRA;GK;Nantes;Ligue 1;24;1999;21;0;0.05;0;0
Aïssa Laïdouni;TUN;MF;Union Berlin;Bundesliga;26;1996;1.2;0;0.83;0;3.33
Konrad Laimer;AUT;MF;RB Leipzig;Bundesliga;25;1997;7.5;0;1.07;0.13;4.27
Stefan Lainer;AUT;DF;M'Gladbach;Bundesliga;30;1992;1.9;0;0;0;3.68
Kenny Lala;FRA;DF;Brest;Ligue 1;31;1991;4.1;0;1.95;0;5.37
Adam Lallana;ENG;MFFW;Brighton;Premier League;34;1988;8;0.25;1.75;0;1.38
Vassilis Lambropoulos;GRE;DF;Bochum;Bundesliga;32;1990;6.3;0;0;0;2.86
Érik Lamela;ARG;FWMF;Sevilla;La Liga;30;1992;13.5;0.1;1.41;0.15;2
Mohamed Lamine Bayo;GUI;FWMF;Lille;Ligue 1;24;1998;5.2;0.17;1.73;0.77;0.38
Sam Lammers;NED;FW;Sampdoria;Serie A;25;1997;5.3;0;1.32;0;1.51
Sam Lammers;NED;FW;Empoli;Serie A;25;1997;9.8;0.04;1.02;0.31;2.35
Tariq Lamptey;GHA;DF;Brighton;Premier League;22;2000;4.5;0;0.67;0;3.78
Manuel Lanzini;ARG;MFFW;West Ham;Premier League;29;1993;1.4;0;0;0;0
Aymeric Laporte;ESP;DF;Manchester City;Premier League;28;1994;4.2;0;0.71;0;0.71
Julien Laporte;FRA;DF;Lorient;Ligue 1;29;1993;17.1;0;0.06;0;2.28
Cyle Larin;CAN;FW;Valladolid;La Liga;27;1995;0.5;0.67;2;2;0
Juan Larios;ESP;DF;Southampton;Premier League;19;2004;1.7;0;0;0;5.88
Yasser Larouci;ALG;DFFW;Troyes;Ligue 1;22;2001;12.8;0.14;0.78;0.08;2.34
Jordan Larsson;SWE;FWMF;Schalke 04;Bundesliga;25;1997;5.1;0;0.78;0.2;2.35
Kevin Lasagna;ITA;FWMF;Hellas Verona;Serie A;30;1992;12.4;0.03;0.81;0.24;0.97
Jamaal Lascelles;ENG;DF;Newcastle Utd;Premier League;29;1993;1.2;0;0;0;0.83
Latasa;ESP;FWDF;Getafe;La Liga;21;2001;1.2;0;0;0;2.5
Toni Lato;ESP;MFDF;Valencia;La Liga;25;1997;6.1;0.14;1.8;0.16;2.3
Danny Latza;GER;MF;Schalke 04;Bundesliga;33;1989;4.9;0;0.2;0;2.04
Armand Lauriente;FRA;FW;Sassuolo;Serie A;24;1998;13.6;0.08;3.09;0.37;1.03
Armand Lauriente;FRA;FW;Lorient;Ligue 1;24;1998;3;0.07;3;0.67;4
Roméo Lavia;BEL;MF;Southampton;Premier League;19;2004;9.9;0.2;0.51;0;4.04
Lázaro;BRA;MFFW;Almería;La Liga;20;2002;2.8;0.33;1.79;0.36;0.71
Valentino Lazaro;AUT;DF;Torino;Serie A;26;1996;11.8;0;1.86;0.17;1.02
Manuel Lazzari;ITA;DF;Lazio;Serie A;29;1993;13.5;0;0.52;0.07;2.89
Théo Le Bris;FRA;MFDF;Lorient;Ligue 1;20;2002;10.6;0.22;0.57;0.09;3.02
Julien Le Cardinal;FRA;DF;Lens;Ligue 1;25;1997;0.9;0;2.22;0;6.67
Jérémy Le Douaron;FRA;FWMF;Brest;Ligue 1;24;1998;10.6;0.17;0.47;0.19;1.23
Enzo Le Fée;FRA;MF;Lorient;Ligue 1;23;2000;21.4;0.14;2.34;0.14;4.39
Vincent Le Goff;FRA;DF;Lorient;Ligue 1;33;1989;22;0;0.41;0;3.32
Maxime Le Marchand;FRA;DF;Strasbourg;Ligue 1;33;1989;14.4;0;0.14;0.07;4.03
Robin Le Normand;FRA;DF;Real Sociedad;La Liga;26;1996;15.1;0;0.2;0;2.25
Rafael Leão;POR;FWMF;Milan;Serie A;23;1999;16.9;0.13;1.83;0.65;0.59
Paolo Lebas;POR;MF;Ajaccio;Ligue 1;19;2003;0.6;0;0;0;0
Benjamin Lecomte;FRA;GK;Espanyol;La Liga;31;1991;10;0;0.1;0;0
Benjamin Lecomte;FRA;GK;Montpellier;Ligue 1;31;1991;3;0;0;0;0
Jeremías Ledesma;ARG;GK;Cádiz;La Liga;29;1993;21;0;0.05;0;0.19
Pierre Lees-Melou;FRA;MF;Brest;Ligue 1;29;1993;15.7;0.12;0.38;0;4.65
Diogo Leite;POR;DF;Union Berlin;Bundesliga;24;1999;16.2;0;0.25;0;2.59
Maxim Leitsch;GER;DF;Mainz 05;Bundesliga;24;1998;7.4;0;0.14;0;3.65
Florian Lejeune;FRA;DF;Rayo Vallecano;La Liga;31;1991;16.5;0.12;0.3;0;1.7
Iñigo Lekue;ESP;DF;Athletic Club;La Liga;29;1993;12.8;0;0.7;0.08;2.5
Thomas Lemar;FRA;MF;Atlético Madrid;La Liga;27;1995;7.4;0;2.43;0;2.43
Félix Lemaréchal;CIV;MF;Brest;Ligue 1;19;2003;0;0;0;0;0
Dexter Lembikisa;JAM;DF;Wolves;Premier League;19;2003;0.3;0;0;0;0
Mario Lemina;GAB;MF;Wolves;Premier League;29;1993;2.1;0;0.48;0;2.86
Mario Lemina;GAB;MFDF;Nice;Ligue 1;29;1993;9.3;0;0.43;0;4.62
Tim Lemperle;GER;FW;Köln;Bundesliga;21;2002;0.9;0;2.22;1.11;6.67
Clément Lenglet;FRA;DF;Tottenham;Premier League;27;1995;10.4;0;0.48;0;2.6
Bernd Leno;GER;GK;Fulham;Premier League;30;1992;21;0;0.05;0;0
Christopher Lenz;GER;DF;Eint Frankfurt;Bundesliga;28;1994;6.8;0;1.91;0;3.82
Sergio León;ESP;FW;Valladolid;La Liga;34;1989;10.1;0.21;0.89;0.1;0.4
Johann Lepenant;FRA;MF;Lyon;Ligue 1;20;2002;13.3;0.07;0.45;0;4.29
Mehdi Léris;ALG;MFDF;Sampdoria;Serie A;24;1998;15.1;0;0.73;0;3.51
Jefferson Lerma;COL;MFDF;Bournemouth;Premier League;28;1994;21.9;0.13;0.41;0;2.56
Benjamin Leroy;FRA;GK;Ajaccio;Ligue 1;33;1989;19.1;0;0;0;0
Léo Leroy;FRA;MF;Montpellier;Ligue 1;22;2000;7.9;0;0.89;0.13;5.7
Ruan Levine;BRA;MF;Ajaccio;Ligue 1;24;1999;0.1;0;0;10;10
Robert Lewandowski;POL;FW;Barcelona;La Liga;34;1988;14.8;0.22;1.15;0.14;0.61
Jamie Leweling;GER;FW;Union Berlin;Bundesliga;21;2001;1.4;0.17;0.71;1.43;2.86
Jamal Lewis;NIR;DF;Newcastle Utd;Premier League;25;1998;0.1;0;0;0;0
Rico Lewis;ENG;DFMF;Manchester City;Premier League;18;2004;5;0;1.2;0;2.4
Keane Lewis-Potter;ENG;FWMF;Brentford;Premier League;21;2001;3.4;0;1.47;0.59;0.29
Dimitri Liénard;FRA;DFMF;Strasbourg;Ligue 1;34;1988;10.7;0;1.31;0;3.18
Philipp Lienhart;AUT;DF;Freiburg;Bundesliga;26;1996;19.3;0.1;0.1;0.05;2.28
Matthijs de Ligt;NED;DF;Bayern Munich;Bundesliga;23;1999;13.5;0.11;0.22;0;1.93
Victor Lindelöf;SWE;DF;Manchester Utd;Premier League;28;1994;5;0;0;0;2
Jesper Lindstrøm;DEN;MFFW;Eint Frankfurt;Bundesliga;22;2000;13.4;0.21;1.19;0.45;1.79
Karol Linetty;POL;MF;Torino;Serie A;28;1995;13.8;0.09;1.01;0.07;2.97
Jesse Lingard;ENG;FWMF;Nott'ham Forest;Premier League;30;1992;9.6;0;1.04;0.1;0.73
Pol Lirola;ESP;DF;Elche;La Liga;25;1997;6.1;1;0.98;0.16;2.95
Mateusz Lis;POL;GK;Troyes;Ligue 1;25;1997;7;0;0;0;0
Marcin Listkowski;POL;MFFW;Lecce;Serie A;25;1998;0.9;0;0;0;3.33
Dejan Ljubicic;AUT;MF;Köln;Bundesliga;25;1997;8.5;0.17;1.41;0.12;2.35
Javier Llabrés;ESP;FW;Mallorca;La Liga;20;2002;0.2;0;0;0;0
Diego Llorente;ESP;DF;Leeds United;Premier League;29;1993;7.2;0;0;0;3.89
Diego Llorente;ESP;DF;Roma;Serie A;29;1993;0;0;0;0;0
Marcos Llorente;ESP;MFDF;Atlético Madrid;La Liga;28;1995;11.3;0.08;1.42;0;2.92
Hugo Lloris;FRA;GK;Tottenham;Premier League;36;1986;21;0;0;0;0.1
Giovani Lo Celso;ARG;MFFW;Villarreal;La Liga;26;1996;5.8;0.08;0.69;0;4.48
Stanislav Lobotka;SVK;MF;Napoli;Serie A;28;1994;19.4;0.2;0.46;0;2.94
Manuel Locatelli;ITA;MF;Juventus;Serie A;25;1998;15.6;0;0.64;0.06;3.33
Luka Lochoshvili;GEO;DF;Cremonese;Serie A;24;1998;12.6;0;0.32;0.08;3.57
Banzouzi Locko;FRA;DF;Reims;Ligue 1;20;2002;11.8;0;0.68;0.08;4.41
Renan Lodi;BRA;DF;Nott'ham Forest;Premier League;24;1998;12.2;0;0.49;0;3.52
Ruben Loftus-Cheek;ENG;MFDF;Chelsea;Premier League;27;1996;11.5;0;0.61;0.26;2.26
Sean Longstaff;ENG;MF;Newcastle Utd;Premier League;25;1997;18.7;0.05;0.96;0;2.09
Ademola Lookman;NGA;FWMF;Atalanta;Serie A;25;1997;14.4;0.24;2.08;0.35;0.76
Anthony Lopes;POR;GK;Lyon;Ligue 1;32;1990;18.3;0;0;0;0.11
Rony Lopes;POR;MFFW;Troyes;Ligue 1;27;1995;13.8;0.11;2.32;0.36;0.8
David López;ESP;DF;Girona;La Liga;33;1989;10.4;0.25;0.48;0;1.92
Diego López;ESP;GK;Rayo Vallecano;La Liga;41;1981;1;0;0;0;0
Maxime Lopez;FRA;MF;Sassuolo;Serie A;25;1997;12.4;0;1.37;0;2.82
Pau López;ESP;GK;Marseille;Ligue 1;28;1994;19;0;0.05;0;0
Unai López;ESP;MF;Rayo Vallecano;La Liga;27;1995;8.8;0.06;1.48;0;3.52
Dion Lopy;SEN;MF;Reims;Ligue 1;21;2002;8.1;0;0.86;0;4.2
Anthony Losilla;FRA;MF;Bochum;Bundesliga;36;1986;19.7;0;0.41;0;3.71
Jordan Lotomba;SUI;DFMF;Nice;Ligue 1;24;1998;18.2;0;0.6;0.05;3.41
Matteo Lovato;ITA;DF;Salernitana;Serie A;22;2000;4.2;0;0;0;3.33
